customerID,tenure,MonthlyCharges,TotalCharges,Churn,EstimatedCLV,CLVGroup
5299-RULOA,10,100.25,1064.65,Yes,3250.2840585893064,High-Value
8402-OOOHJ,41,20.65,835.15,No,669.5098833902161,Standard-Value
9445-ZUEQE,27,85.2,2151.6,No,2762.336177474403,Standard-Value
1091-SOZGA,56,99.8,5515.45,No,3235.69425483504,High-Value
2928-HLDBA,6,20.7,112.75,No,671.1309726962457,Standard-Value
0404-SWRVG,3,74.4,229.55,Yes,2412.1808873720142,Standard-Value
6497-TILVL,7,50.7,350.35,No,1643.7845563139933,Standard-Value
7219-TLZHO,4,20.85,62.9,No,675.9942406143346,Standard-Value
4622-YNKIJ,33,88.95,3027.65,No,2883.9178754266213,Standard-Value
4412-YLTKF,27,78.05,2135.5,Yes,2530.520406712173,Standard-Value
6734-PSBAW,72,23.55,1723.95,No,763.5330631399319,Standard-Value
3930-ZGWVE,1,19.75,19.75,No,640.3302758816837,Standard-Value
2639-UGMAZ,71,56.45,3985.35,No,1830.209826507395,Standard-Value
2876-GZYZC,13,85.95,1215.65,No,2786.6525170648465,Standard-Value
6207-WIOLX,25,58.6,1502.65,Yes,1899.916666666667,Standard-Value
8587-XYZSF,67,50.55,3260.1,No,1638.9212883959044,Standard-Value
3091-FYHKI,1,35.45,35.45,Yes,1149.3523179749718,Standard-Value
2372-HWUHI,2,44.35,81.25,Yes,1437.9062144482368,Standard-Value
7799-LGRDP,43,25.7,1188.2,No,833.2399032992037,Standard-Value
7850-VWJUU,23,75.0,1778.5,No,2431.6339590443686,Standard-Value
3774-VBNXY,64,20.2,1277.75,No,654.92007963595,Standard-Value
6217-KDYWC,57,19.6,1170.55,No,635.467007963595,Standard-Value
0390-DCFDQ,1,70.45,70.45,Yes,2284.114832195677,Standard-Value
3146-MSEGF,72,88.05,6425.65,No,2854.7382679180887,Standard-Value
4080-OGPJL,8,71.15,563.65,Yes,2306.8100824800913,Standard-Value
1095-WGNGG,61,101.05,5971.25,No,3276.2214874857796,High-Value
2636-SJDOU,64,84.3,5289.05,No,2733.1565699658704,Standard-Value
1131-QQZEB,71,23.95,1756.2,No,776.5017775881685,Standard-Value
5716-EZXZN,65,99.05,6416.7,No,3211.3779152445964,High-Value
6837-BJYDQ,3,19.6,61.35,No,635.467007963595,Standard-Value
2135-RXIHG,1,45.65,45.65,Yes,1480.0545364050058,Standard-Value
6440-DKQGE,30,64.5,1929.95,No,2091.205204778157,Standard-Value
3466-BYAVD,15,69.5,1071.4,No,2253.314135381115,Standard-Value
3780-YVMFA,8,68.55,564.35,No,2222.513438566553,Standard-Value
3874-EQOEP,7,95.0,655.5,Yes,3080.0696814562007,High-Value
1679-JRFBR,70,108.15,7930.55,No,3506.41616894198,High-Value
9073-ZZIAY,62,86.1,5215.25,No,2791.515784982935,Standard-Value
3077-RSNTJ,6,19.7,113.5,No,638.7091865756541,Standard-Value
6551-GNYDG,14,80.9,1152.8,No,2622.922497155859,Standard-Value
9167-APMXZ,22,84.15,1821.95,No,2728.293302047782,Standard-Value
2749-CTKAJ,22,20.15,419.9,No,653.2989903299203,Standard-Value
6371-NZYEG,16,64.25,1024.0,No,2083.099758248009,Standard-Value
7554-NEWDD,10,25.7,251.6,No,833.2399032992037,Standard-Value
8992-VONJD,13,56.0,764.55,No,1815.6200227531288,Standard-Value
0867-MKZVY,20,82.4,1592.35,Yes,2671.5551763367466,Standard-Value
4482-EWFMI,2,69.7,135.2,No,2259.7984926052336,Standard-Value
4648-YPBTM,53,73.9,3958.25,No,2395.9699943117184,Standard-Value
2907-ILJBN,11,20.6,233.9,No,667.8887940841867,Standard-Value
6345-FZOQH,69,19.9,1363.45,No,645.1935437997724,Standard-Value
3376-BMGFE,4,70.9,273.0,Yes,2298.7046359499436,Standard-Value
5997-OPVFA,72,89.05,6254.45,No,2887.1600540386803,Standard-Value
3445-HXXGF,58,45.3,2651.2,Yes,1468.7069112627987,Standard-Value
1159-WFSGR,16,20.4,321.4,No,661.4044368600682,Standard-Value
7654-YWJUF,43,84.25,3539.25,No,2731.535480659841,Standard-Value
1875-QIVME,2,104.4,242.8,Yes,3384.8344709897615,High-Value
6727-IOTLZ,14,81.95,1181.75,No,2656.9653725824805,Standard-Value
0691-JVSYA,53,94.85,5000.2,Yes,3075.2064135381115,High-Value
5918-VUKWP,32,20.55,654.55,No,666.267704778157,Standard-Value
1744-JHKYS,34,24.7,780.2,No,800.818117178612,Standard-Value
2656-FMOKZ,15,74.45,1145.7,Yes,2413.8019766780435,Standard-Value
2070-FNEXE,7,76.45,503.6,Yes,2478.6455489192267,Standard-Value
5947-SGKCL,15,105.35,1559.25,No,3415.6351678043234,High-Value
3712-PKXZA,61,20.55,1252.0,No,666.267704778157,Standard-Value
6317-YPKDH,1,29.95,29.95,Yes,971.0324943117179,Standard-Value
6582-OIVSP,1,45.3,45.3,No,1468.7069112627987,Standard-Value
9367-WXLCH,8,84.5,662.65,Yes,2739.640927189989,Standard-Value
5524-KHNJP,33,74.75,2453.3,No,2423.528512514221,Standard-Value
1918-ZBFQJ,13,79.25,1111.65,Yes,2569.426550056883,Standard-Value
1024-GUALD,1,24.8,24.8,Yes,804.0602957906713,Standard-Value
4827-USJHP,20,51.8,1023.85,No,1679.448521046644,Standard-Value
8167-GJLRN,3,30.4,82.15,No,985.6222980659841,Standard-Value
0956-SYCWG,13,19.65,244.8,No,637.0880972696245,Standard-Value
8017-UVSZU,40,56.6,2379.1,No,1835.0730944254838,Standard-Value
7100-FQPRV,43,71.9,3173.35,No,2331.126422070535,Standard-Value
2472-OVKUP,6,91.0,531.0,Yes,2950.3825369738342,High-Value
2984-RGEYA,69,19.75,1375.4,No,640.3302758816837,Standard-Value
9680-NIAUV,72,109.7,8129.3,No,3556.669937428897,High-Value
2146-EGVDT,59,19.3,1192.7,No,625.7404721274175,Standard-Value
2604-IJPDU,20,96.55,1901.65,No,3130.3234499431173,High-Value
9178-JHUVJ,24,24.1,587.4,No,781.3650455062572,Standard-Value
6168-YBYNP,59,111.35,6519.75,No,3610.1658845278725,High-Value
7255-SSFBC,72,112.25,8041.65,No,3639.345492036405,High-Value
3645-DEYGF,1,20.75,20.75,No,672.7520620022754,Standard-Value
9323-HGFWY,27,101.9,2681.15,No,3303.7800056882825,High-Value
8544-GOQSH,14,80.05,1112.3,No,2595.3639789533563,Standard-Value
3363-DTIVD,71,105.55,7405.5,No,3422.119525028442,High-Value
7018-WBJNK,13,78.3,1033.95,No,2538.6258532423208,Standard-Value
9142-KZXOP,44,68.85,2958.95,No,2232.2399744027302,Standard-Value
7674-YTAFD,33,79.95,2684.85,No,2592.1218003412973,Standard-Value
6348-SNFUS,72,55.45,4179.2,No,1797.7880403868035,Standard-Value
1285-OKIPP,1,79.9,79.9,Yes,2590.5007110352676,Standard-Value
7825-ECJRF,19,106.6,1934.45,Yes,3456.1624004550627,High-Value
1347-KTTTA,64,102.45,6654.1,No,3321.611988054608,High-Value
7841-TZDMQ,2,46.0,84.5,Yes,1491.402161547213,Standard-Value
4195-NZGTA,1,25.25,25.25,No,818.6500995449375,Standard-Value
7157-SMCFK,61,19.75,1124.2,No,640.3302758816837,Standard-Value
4709-LKHYG,29,20.0,540.05,No,648.4357224118316,Standard-Value
2504-DSHIH,23,86.8,1975.85,No,2814.2110352673494,Standard-Value
0699-NDKJM,57,58.75,3437.45,No,1904.7799345847554,Standard-Value
9286-BHDQG,72,45.25,3139.8,No,1467.0858219567692,Standard-Value
0230-WEQUW,66,56.6,3789.2,No,1835.0730944254838,Standard-Value
2040-LDIWQ,65,84.2,5324.5,No,2729.9143913538114,Standard-Value
6496-JDSSB,8,80.0,624.6,No,2593.7428896473266,Standard-Value
9408-SSNVZ,4,70.15,268.35,Yes,2274.3882963594997,Standard-Value
4443-EMBNA,71,24.75,1836.9,No,802.4392064846417,Standard-Value
6469-MRVET,1,20.2,20.2,No,654.92007963595,Standard-Value
0742-MOABM,4,50.05,179.35,Yes,1622.7103953356086,Standard-Value
5961-VUSRV,12,19.35,219.35,No,627.3615614334472,Standard-Value
6778-JFCMK,24,50.6,1288.75,No,1640.5423777019341,Standard-Value
6341-JVQGF,31,81.15,2545.75,No,2631.0279436860073,Standard-Value
2232-DMLXU,1,55.2,55.2,Yes,1789.6825938566556,Standard-Value
4811-JBUVU,30,89.9,2723.15,No,2914.7185722411837,High-Value
0945-TSONX,47,85.3,4107.25,No,2765.578356086462,Standard-Value
2651-ZCBXV,54,108.0,5760.65,No,3501.552901023891,High-Value
3316-UWXUY,50,93.5,4747.5,No,3031.4370022753133,High-Value
8937-RDTHP,1,84.6,84.6,Yes,2742.883105802048,Standard-Value
7083-MIOPC,72,20.25,1566.9,No,656.5411689419795,Standard-Value
1984-GPTEH,29,25.15,702.0,No,815.4079209328783,Standard-Value
1251-KRREG,2,54.4,114.1,Yes,1763.7451649601821,Standard-Value
0621-JFHOL,10,29.6,299.05,No,959.6848691695109,Standard-Value
9903-LYSAB,18,73.15,1305.95,No,2371.6536547212745,Standard-Value
0094-OIFMO,11,95.0,1120.3,Yes,3080.0696814562007,High-Value
9227-UAQFT,16,19.75,284.35,No,640.3302758816837,Standard-Value
7301-ABVAD,72,86.6,6350.5,No,2807.726678043231,Standard-Value
6614-FHDBO,72,109.2,7878.3,No,3540.459044368601,High-Value
7576-ASEJU,41,74.7,3187.65,No,2421.9074232081916,Standard-Value
9058-HRZSV,65,94.4,6126.15,No,3060.616609783846,High-Value
4522-AKYLR,13,54.8,731.3,No,1776.7138794084187,Standard-Value
0221-WMXNQ,4,75.35,273.4,No,2442.9815841865757,Standard-Value
0303-UNCIP,41,65.0,2531.8,No,2107.416097838453,Standard-Value
9947-OTFQU,15,74.4,1074.3,Yes,2412.1808873720142,Standard-Value
0322-YINQP,1,48.55,48.55,Yes,1574.0777161547212,Standard-Value
0959-WHOKV,42,99.0,4298.45,No,3209.7568259385666,High-Value
4075-JFPGR,51,93.5,4619.55,No,3031.4370022753133,High-Value
4629-NRXKX,2,70.4,147.15,Yes,2282.493742889648,Standard-Value
9514-JDSKI,1,40.2,40.2,Yes,1303.3558020477817,Standard-Value
3282-ZISZV,32,83.7,2633.3,No,2713.7034982935156,Standard-Value
3675-YDUPJ,10,19.85,193.05,No,643.572454493743,Standard-Value
4111-BNXIF,67,59.55,4103.9,No,1930.7173634812286,Standard-Value
7017-VFHAY,61,115.1,7008.15,No,3731.7475824800913,High-Value
6655-LHBYW,50,114.35,5791.1,No,3707.4312428896474,High-Value
4959-JOSRX,2,44.6,80.55,Yes,1446.0116609783847,Standard-Value
5046-NUHWD,29,45.0,1228.65,No,1458.9803754266213,Standard-Value
7273-TEFQD,3,41.15,132.2,Yes,1334.1564988623436,Standard-Value
3606-TWKGI,13,106.9,1364.3,Yes,3465.8889362912405,High-Value
7529-ZDFXI,57,89.85,4925.35,No,2913.0974829351535,Standard-Value
7605-BDWDC,31,49.85,1520.1,No,1616.2260381114904,Standard-Value
1950-KSVVJ,45,113.3,5032.25,No,3673.3883674630265,High-Value
0123-CRBRT,61,88.1,5526.75,No,2856.3593572241184,Standard-Value
6292-TOSSS,50,24.9,1195.25,No,807.3024744027304,Standard-Value
3197-ARFOY,19,105.0,2007.25,No,3404.2875426621163,High-Value
6323-AYBRX,59,19.35,1099.6,Yes,627.3615614334472,Standard-Value
7014-ZZXAW,71,24.25,1732.95,No,786.2283134243459,Standard-Value
4385-GZQXV,16,94.45,1511.2,Yes,3062.237699089875,High-Value
7633-MVPUY,57,59.75,3450.15,No,1937.201720705347,Standard-Value
6366-ZGQGL,1,24.8,24.8,Yes,804.0602957906713,Standard-Value
4716-HHKQH,20,107.05,2172.05,No,3470.7522042093287,High-Value
5940-AHUHD,1,70.6,70.6,Yes,2288.978100113766,Standard-Value
6432-TWQLB,5,85.4,401.1,Yes,2768.8205346985214,Standard-Value
4484-GLZOU,52,105.05,5624.85,Yes,3405.908631968146,High-Value
3179-GBRWV,21,64.95,1339.8,No,2105.7950085324233,Standard-Value
8645-KWHJO,14,55.0,771.95,No,1783.1982366325371,Standard-Value
4130-MZLCC,5,50.55,244.75,No,1638.9212883959044,Standard-Value
0314-TKOSI,6,55.15,322.9,No,1788.0615045506258,Standard-Value
8229-MYEJZ,10,51.2,498.25,No,1659.9954493742891,Standard-Value
2080-SRCDE,1,25.4,25.4,No,823.5133674630262,Standard-Value
9577-WJVCQ,68,54.45,3687.75,No,1765.3662542662119,Standard-Value
9512-UIBFX,18,95.15,1779.95,Yes,3084.9329493742894,High-Value
6202-DYYFX,22,76.0,1783.6,No,2464.05574516496,Standard-Value
3808-HFKDE,20,44.35,927.15,No,1437.9062144482368,Standard-Value
5583-SXDAG,1,70.0,70.0,Yes,2269.525028441411,Standard-Value
3488-PGMQJ,8,74.5,606.55,Yes,2415.423065984073,Standard-Value
3580-REOAC,10,44.85,435.4,Yes,1454.1171075085326,Standard-Value
7534-BFESC,24,76.1,1712.7,Yes,2467.297923777019,Standard-Value
3727-OWVYD,35,61.2,2021.2,No,1984.213310580205,Standard-Value
2294-SALNE,23,86.8,1940.8,No,2814.2110352673494,Standard-Value
4847-TAJYI,6,89.35,567.8,No,2896.8865898748577,Standard-Value
1563-IWQEX,12,19.7,220.35,No,638.7091865756541,Standard-Value
8203-XJZRC,1,20.25,20.25,No,656.5411689419795,Standard-Value
6556-DBKZF,71,76.05,5436.45,No,2465.67683447099,Standard-Value
6851-WEFYX,35,100.8,3437.5,No,3268.1160409556314,High-Value
2985-JUUBZ,40,74.55,3015.75,No,2417.0441552901025,Standard-Value
6390-DSAZX,1,73.6,73.6,Yes,2386.2434584755406,Standard-Value
0895-LMRSF,23,64.9,1509.8,No,2104.173919226394,Standard-Value
8098-LLAZX,4,95.45,396.1,Yes,3094.6594852104668,High-Value
8266-VBFQL,4,90.4,356.65,No,2930.9294653014795,High-Value
8181-YHCMF,68,60.3,4109.0,No,1955.0337030716723,Standard-Value
2240-HSJQD,38,81.85,3141.7,No,2653.723193970421,Standard-Value
1248-DYXUB,52,24.8,1229.1,No,804.0602957906713,Standard-Value
0265-EDXBD,32,74.9,2303.35,Yes,2428.3917804323096,Standard-Value
4115-BNPJY,29,75.55,2054.4,No,2449.465941410694,Standard-Value
3167-SNQPL,38,101.15,3741.85,No,3279.463666097839,High-Value
4091-TVOCN,48,78.75,3682.45,No,2553.2156569965873,Standard-Value
1098-TDVUQ,1,19.25,19.25,No,624.119382821388,Standard-Value
7277-OZCGZ,22,89.05,1886.25,No,2887.1600540386803,Standard-Value
1557-EMYVT,43,115.05,4895.1,No,3730.1264931740616,High-Value
2799-ARNLO,5,69.35,341.6,No,2248.450867463026,Standard-Value
7563-BIUPC,5,80.6,415.55,Yes,2613.1959613196814,Standard-Value
5027-YOCXN,51,110.05,5686.4,No,3568.0175625711036,High-Value
3973-SKMLN,71,19.9,1355.1,No,645.1935437997724,Standard-Value
2321-OMBXY,38,80.3,3058.65,Yes,2603.469425483504,Standard-Value
2840-XANRC,24,93.15,2231.05,Yes,3020.089377133106,High-Value
6745-JEFZB,35,91.5,3236.35,No,2966.59343003413,High-Value
5020-ZSTTY,54,82.45,4350.1,Yes,2673.1762656427763,Standard-Value
9880-TDQAC,72,60.0,4264.0,No,1945.307167235495,Standard-Value
8705-WZCYL,1,44.8,44.8,No,1452.496018202503,Standard-Value
7102-JJVTX,9,48.6,422.3,No,1575.698805460751,Standard-Value
8626-PTQGE,69,60.05,4176.7,No,1946.9282565415244,Standard-Value
4983-CLMLV,52,102.7,5138.1,No,3329.7174345847557,High-Value
5701-YVSVF,11,82.9,880.05,No,2687.7660693970424,Standard-Value
5804-LEPIM,2,70.35,139.05,Yes,2280.8726535836176,Standard-Value
5697-GOMBF,28,35.9,973.65,No,1163.942121729238,Standard-Value
2739-CACDQ,17,82.65,1470.05,No,2679.6606228668948,Standard-Value
9385-EHGDO,35,19.85,739.35,No,643.572454493743,Standard-Value
9498-FIMXL,8,19.2,161.95,No,622.4982935153583,Standard-Value
2379-GYFLQ,46,94.9,4422.95,No,3076.8275028441417,High-Value
0122-OAHPZ,7,73.85,511.25,Yes,2394.3489050056883,Standard-Value
2868-SNELZ,2,80.6,155.8,Yes,2613.1959613196814,Standard-Value
4322-RCYMT,68,75.8,5293.95,Yes,2457.5713879408418,Standard-Value
6680-NENYN,43,104.6,4759.85,Yes,3391.3188282138794,High-Value
2088-IEBAU,68,88.15,6148.45,No,2857.980446530148,Standard-Value
7982-VCELR,36,94.8,3565.65,No,3073.5853242320823,High-Value
1343-EHPYB,63,103.4,6603.0,Yes,3352.41268486917,High-Value
6035-BXTTY,32,54.65,1830.1,No,1771.85061149033,Standard-Value
6885-PKOAM,71,85.75,6223.8,No,2780.168159840728,Standard-Value
7520-HQWJU,66,67.45,4508.65,No,2186.8494738339023,Standard-Value
9639-BUJXT,63,20.5,1328.15,No,664.6466154721275,Standard-Value
5924-SNGKP,41,20.25,865.0,No,656.5411689419795,Standard-Value
0021-IKXGC,1,72.1,72.1,No,2337.610779294653,Standard-Value
2034-GDRCN,2,90.4,168.2,Yes,2930.9294653014795,High-Value
8966-SNIZF,70,19.45,1303.5,No,630.6037400455062,Standard-Value
6243-OZGFH,23,44.95,996.85,No,1457.3592861205918,Standard-Value
4654-DLAMQ,64,97.0,6430.9,No,3144.9132536973834,High-Value
0513-RBGPE,37,62.8,2278.75,No,2036.0881683731513,Standard-Value
5160-UXJED,17,44.6,681.4,No,1446.0116609783847,Standard-Value
4115-NZRKS,7,89.15,574.35,No,2890.4022326507397,Standard-Value
0219-YTZUE,4,84.8,371.9,Yes,2749.367463026166,Standard-Value
0623-IIHUG,21,41.9,840.1,Yes,1358.4728384527873,Standard-Value
4572-DVCGN,10,80.25,846.0,Yes,2601.8483361774747,Standard-Value
3351-NGXYI,16,54.1,889.0,No,1754.0186291240047,Standard-Value
8984-EYLLL,64,105.25,6823.4,No,3412.3929891922644,High-Value
9057-MSWCO,27,30.75,805.1,Yes,996.9699232081912,Standard-Value
9833-TGFHX,42,97.1,4016.75,No,3148.1554323094424,High-Value
9294-TDIPC,5,20.2,83.75,No,654.92007963595,Standard-Value
5229-DTFYB,41,98.8,3959.15,No,3203.272468714448,High-Value
0104-PPXDV,58,50.3,2878.55,No,1630.8158418657565,Standard-Value
5176-LMJXE,47,20.55,945.7,No,666.267704778157,Standard-Value
3583-KRKMD,18,75.9,1373.05,No,2460.813566552901,Standard-Value
1010-DIAUQ,5,96.5,492.55,Yes,3128.7023606370876,High-Value
9069-LGEUL,23,59.95,1406.0,No,1943.6860779294655,Standard-Value
7302-ZHMHP,1,19.15,19.15,No,620.8772042093287,Standard-Value
9571-EDEBV,71,98.65,6962.85,No,3198.40920079636,High-Value
3520-FJGCV,72,112.6,8126.65,No,3650.6931171786123,High-Value
6563-VRERX,33,20.6,690.25,No,667.8887940841867,Standard-Value
0259-GBZSH,2,85.65,181.5,Yes,2776.925981228669,Standard-Value
6122-EFVKN,24,35.75,830.8,No,1159.0788538111492,Standard-Value
2805-EDJPQ,56,99.75,5608.4,No,3234.0731655290106,High-Value
